material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,dielectric_constant,notes,shear_modulus_gpa,bulk_modulus_gpa,band_gap_ev,formation_energy_per_atom,data_completeness_score
matbench_dielectric_00000,matbench_dielectric_0,matbench_dielectric_0,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.752063640396657,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_mp_gap_00205,matbench_mp_gap_205,matbench_mp_gap_205,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.03400000000000025,,20.0
matbench_mp_gap_00206,matbench_mp_gap_206,matbench_mp_gap_206,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00207,matbench_mp_gap_207,matbench_mp_gap_207,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,1.1783,,20.0
matbench_mp_gap_00208,matbench_mp_gap_208,matbench_mp_gap_208,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00209,matbench_mp_gap_209,matbench_mp_gap_209,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00210,matbench_mp_gap_210,matbench_mp_gap_210,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,4.8294,,20.0
matbench_mp_gap_00211,matbench_mp_gap_211,matbench_mp_gap_211,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,3.5575,,20.0
matbench_mp_gap_00212,matbench_mp_gap_212,matbench_mp_gap_212,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,1.7194999999999996,,20.0
matbench_mp_gap_00213,matbench_mp_gap_213,matbench_mp_gap_213,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,2.2796999999999996,,20.0
matbench_mp_gap_00214,matbench_mp_gap_214,matbench_mp_gap_214,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,2.609,,20.0
matbench_mp_gap_00215,matbench_mp_gap_215,matbench_mp_gap_215,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,3.2977,,20.0
matbench_mp_gap_00216,matbench_mp_gap_216,matbench_mp_gap_216,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,1.8730999999999998,,20.0
matbench_mp_gap_00217,matbench_mp_gap_217,matbench_mp_gap_217,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,1.9649,,20.0
matbench_mp_gap_00218,matbench_mp_gap_218,matbench_mp_gap_218,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,4.1531,,20.0
matbench_mp_gap_00219,matbench_mp_gap_219,matbench_mp_gap_219,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,2.1874,,20.0
matbench_mp_gap_00220,matbench_mp_gap_220,matbench_mp_gap_220,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00221,matbench_mp_gap_221,matbench_mp_gap_221,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.4379999999999997,,20.0
matbench_mp_gap_00222,matbench_mp_gap_222,matbench_mp_gap_222,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00223,matbench_mp_gap_223,matbench_mp_gap_223,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.023900000000000005,,20.0
matbench_mp_gap_00224,matbench_mp_gap_224,matbench_mp_gap_224,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00225,matbench_mp_gap_225,matbench_mp_gap_225,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00226,matbench_mp_gap_226,matbench_mp_gap_226,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.4892000000000003,,20.0
matbench_mp_gap_00227,matbench_mp_gap_227,matbench_mp_gap_227,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,5.8787,,20.0
matbench_mp_gap_00228,matbench_mp_gap_228,matbench_mp_gap_228,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00229,matbench_mp_gap_229,matbench_mp_gap_229,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,2.7221,,20.0
matbench_mp_gap_00230,matbench_mp_gap_230,matbench_mp_gap_230,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,2.0362999999999998,,20.0
matbench_mp_gap_00231,matbench_mp_gap_231,matbench_mp_gap_231,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00232,matbench_mp_gap_232,matbench_mp_gap_232,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00233,matbench_mp_gap_233,matbench_mp_gap_233,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00234,matbench_mp_gap_234,matbench_mp_gap_234,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.8952,,20.0
matbench_mp_gap_00235,matbench_mp_gap_235,matbench_mp_gap_235,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.2600999999999998,,20.0
matbench_mp_gap_00236,matbench_mp_gap_236,matbench_mp_gap_236,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00237,matbench_mp_gap_237,matbench_mp_gap_237,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00238,matbench_mp_gap_238,matbench_mp_gap_238,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00239,matbench_mp_gap_239,matbench_mp_gap_239,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,1.3297999999999996,,20.0
matbench_mp_gap_00240,matbench_mp_gap_240,matbench_mp_gap_240,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00241,matbench_mp_gap_241,matbench_mp_gap_241,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00242,matbench_mp_gap_242,matbench_mp_gap_242,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00243,matbench_mp_gap_243,matbench_mp_gap_243,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00244,matbench_mp_gap_244,matbench_mp_gap_244,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00245,matbench_mp_gap_245,matbench_mp_gap_245,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00246,matbench_mp_gap_246,matbench_mp_gap_246,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.3385000000000007,,20.0
matbench_mp_gap_00247,matbench_mp_gap_247,matbench_mp_gap_247,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00248,matbench_mp_gap_248,matbench_mp_gap_248,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00249,matbench_mp_gap_249,matbench_mp_gap_249,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00250,matbench_mp_gap_250,matbench_mp_gap_250,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00251,matbench_mp_gap_251,matbench_mp_gap_251,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.8056999999999999,,20.0
matbench_mp_gap_00252,matbench_mp_gap_252,matbench_mp_gap_252,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,1.6229,,20.0
matbench_mp_gap_00253,matbench_mp_gap_253,matbench_mp_gap_253,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,1.5019999999999998,,20.0
matbench_mp_gap_00254,matbench_mp_gap_254,matbench_mp_gap_254,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,1.8538000000000001,,20.0
matbench_mp_gap_00255,matbench_mp_gap_255,matbench_mp_gap_255,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.6812000000000005,,20.0
matbench_mp_gap_00256,matbench_mp_gap_256,matbench_mp_gap_256,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.8145999999999995,,20.0
matbench_mp_gap_00257,matbench_mp_gap_257,matbench_mp_gap_257,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.06669999999999998,,20.0
matbench_mp_gap_00258,matbench_mp_gap_258,matbench_mp_gap_258,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00259,matbench_mp_gap_259,matbench_mp_gap_259,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00260,matbench_mp_gap_260,matbench_mp_gap_260,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.4100999999999999,,20.0
matbench_mp_gap_00261,matbench_mp_gap_261,matbench_mp_gap_261,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00262,matbench_mp_gap_262,matbench_mp_gap_262,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00263,matbench_mp_gap_263,matbench_mp_gap_263,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00264,matbench_mp_gap_264,matbench_mp_gap_264,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00265,matbench_mp_gap_265,matbench_mp_gap_265,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.019400000000000084,,20.0
matbench_mp_gap_00266,matbench_mp_gap_266,matbench_mp_gap_266,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00267,matbench_mp_gap_267,matbench_mp_gap_267,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00268,matbench_mp_gap_268,matbench_mp_gap_268,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00269,matbench_mp_gap_269,matbench_mp_gap_269,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00270,matbench_mp_gap_270,matbench_mp_gap_270,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00271,matbench_mp_gap_271,matbench_mp_gap_271,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00272,matbench_mp_gap_272,matbench_mp_gap_272,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00273,matbench_mp_gap_273,matbench_mp_gap_273,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00274,matbench_mp_gap_274,matbench_mp_gap_274,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00275,matbench_mp_gap_275,matbench_mp_gap_275,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,4.1723,,20.0
matbench_mp_gap_00276,matbench_mp_gap_276,matbench_mp_gap_276,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,2.1146000000000003,,20.0
matbench_mp_gap_00277,matbench_mp_gap_277,matbench_mp_gap_277,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00278,matbench_mp_gap_278,matbench_mp_gap_278,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00279,matbench_mp_gap_279,matbench_mp_gap_279,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00280,matbench_mp_gap_280,matbench_mp_gap_280,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00281,matbench_mp_gap_281,matbench_mp_gap_281,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,3.8426,,20.0
matbench_mp_gap_00282,matbench_mp_gap_282,matbench_mp_gap_282,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00283,matbench_mp_gap_283,matbench_mp_gap_283,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00284,matbench_mp_gap_284,matbench_mp_gap_284,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00285,matbench_mp_gap_285,matbench_mp_gap_285,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00286,matbench_mp_gap_286,matbench_mp_gap_286,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00287,matbench_mp_gap_287,matbench_mp_gap_287,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00288,matbench_mp_gap_288,matbench_mp_gap_288,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00289,matbench_mp_gap_289,matbench_mp_gap_289,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00290,matbench_mp_gap_290,matbench_mp_gap_290,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00291,matbench_mp_gap_291,matbench_mp_gap_291,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00292,matbench_mp_gap_292,matbench_mp_gap_292,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00293,matbench_mp_gap_293,matbench_mp_gap_293,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00294,matbench_mp_gap_294,matbench_mp_gap_294,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00295,matbench_mp_gap_295,matbench_mp_gap_295,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00296,matbench_mp_gap_296,matbench_mp_gap_296,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_mp_gap_00297,matbench_mp_gap_297,matbench_mp_gap_297,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,,Matbench reference row from matbench_mp_gap; benchmark/reference screening.,,,0.0,,20.0
