material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,band_gap_ev,notes
matbench_expt_gap_00000,Ag(AuS)2,Ag(AuS)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00203,Ba2GaAsSe5,Ba2GaAsSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.39,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00204,Ba2GaBiS5,Ba2GaBiS5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.38,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00205,Ba2GaBiSe5,Ba2GaBiSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.21,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00206,Ba2GaBiTe5,Ba2GaBiTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.43,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00207,Ba2GaS4,Ba2GaS4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.55,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00208,Ba2GaSbSe5,Ba2GaSbSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.51,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00209,Ba2GaSbTe5,Ba2GaSbTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.66,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00210,Ba2GaSe4,Ba2GaSe4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.63,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00211,Ba2GdGaSe5,Ba2GdGaSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.87,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00212,Ba2GdGaTe5,Ba2GdGaTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.12,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00213,Ba2GdInSe5,Ba2GdInSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.24,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00214,Ba2GdInTe5,Ba2GdInTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.36,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00215,Ba2HgS5,Ba2HgS5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00216,Ba2In2S5,Ba2In2S5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.47,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00217,Ba2In2Se5,Ba2In2Se5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.12,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00218,Ba2InAgS4,Ba2InAgS4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.32,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00219,Ba2InBiS5,Ba2InBiS5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.55,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00220,Ba2InSbSe5,Ba2InSbSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.92,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00221,Ba2LaIrO6,Ba2LaIrO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00222,Ba2LiFe2N3,Ba2LiFe2N3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00223,Ba2NaCu3S5,Ba2NaCu3S5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.45,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00224,Ba2NdGaS5,Ba2NdGaS5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.12,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00225,Ba2NdGaSe5,Ba2NdGaSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.18,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00226,Ba2NdInSe5,Ba2NdInSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00227,Ba2NdInTe5,Ba2NdInTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.37,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00228,Ba2ReNiO6,Ba2ReNiO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00229,Ba2Sb7HO14,Ba2Sb7HO14,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.7,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00230,Ba2ScIrO6,Ba2ScIrO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00231,Ba2ScTaO6,Ba2ScTaO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.19,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00232,Ba2SmCu3O7,Ba2SmCu3O7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00233,Ba2SmGaSe5,Ba2SmGaSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.27,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00234,Ba2SmGaTe5,Ba2SmGaTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.04,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00235,Ba2SmInSe5,Ba2SmInSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.22,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00236,Ba2SmInTe5,Ba2SmInTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.36,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00237,Ba2SmTaO6,Ba2SmTaO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.02,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00238,Ba2SnSe4,Ba2SnSe4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00239,Ba2SnSe5,Ba2SnSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00240,Ba2TaInO6,Ba2TaInO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.17,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00241,Ba2TbIrO6,Ba2TbIrO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00242,Ba2ThCu2Se5,Ba2ThCu2Se5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.75,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00243,Ba2UCuO6,Ba2UCuO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00244,Ba2V2Te2O11,Ba2V2Te2O11,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.16,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00245,Ba2V2ZnO8,Ba2V2ZnO8,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.48,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00246,Ba2V4(TeO6)3,Ba2V4(TeO6)3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.64,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00247,Ba2YGaSe5,Ba2YGaSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.31,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00248,Ba2YGaTe5,Ba2YGaTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.08,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00249,Ba2YInSe5,Ba2YInSe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.31,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00250,Ba2YInTe5,Ba2YInTe5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.36,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00251,Ba2YReO6,Ba2YReO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00252,Ba2Yb(CuO2)4,Ba2Yb(CuO2)4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00253,Ba2Zn0.2B2S5.2,Ba2Zn0.2B2S5.2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.54,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00254,Ba2ZnSe3,Ba2ZnSe3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.75,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00255,Ba2ZnTe3,Ba2ZnTe3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.1,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00256,Ba3(AlGe)2,Ba3(AlGe)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00257,Ba3(LiSn2)4,Ba3(LiSn2)4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00258,Ba3Ag2(SnS4)2,Ba3Ag2(SnS4)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.37,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00259,Ba3B1.5Sb0.5S6,Ba3B1.5Sb0.5S6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.01,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00260,Ba3BSbS6,Ba3BSbS6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.62,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00261,Ba3BSbSe6,Ba3BSbSe6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.89,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00262,Ba3Bi0.5B1.5S6,Ba3Bi0.5B1.5S6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.43,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00263,Ba3Bi2TeO9,Ba3Bi2TeO9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.3,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00264,Ba3CaIr2O9,Ba3CaIr2O9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00265,Ba3CaRu2O9,Ba3CaRu2O9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00266,Ba3Cd(SnS4)2,Ba3Cd(SnS4)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.75,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00267,Ba3Co10O17,Ba3Co10O17,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00268,Ba3CrS5,Ba3CrS5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00269,Ba3Dy2(PS4)4,Ba3Dy2(PS4)4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.28,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00270,Ba3Er2(PS4)4,Ba3Er2(PS4)4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.3,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00271,Ba3ErRu2O9,Ba3ErRu2O9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00272,Ba3Eu(PO4)3,Ba3Eu(PO4)3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.09,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00273,Ba3FeS4Br,Ba3FeS4Br,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.65,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00274,Ba3Gd2(PS4)4,Ba3Gd2(PS4)4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.41,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00275,Ba3GeS5,Ba3GeS5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00276,Ba3Ho2(PS4)4,Ba3Ho2(PS4)4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.3,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00277,Ba3In2(PO4)4,Ba3In2(PO4)4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.87,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00278,Ba3InS4Cl,Ba3InS4Cl,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.42,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00279,Ba3La3(Cu3O7)2,Ba3La3(Cu3O7)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00280,Ba3MgTa2O9,Ba3MgTa2O9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.28,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00281,Ba3N2,Ba3N2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00282,Ba3NaIr2O9,Ba3NaIr2O9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00283,Ba3NaIrO6,Ba3NaIrO6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00284,Ba3Nb2CoO9,Ba3Nb2CoO9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00285,Ba3Nb2Se9,Ba3Nb2Se9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.3,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00286,Ba3P3ClO10,Ba3P3ClO10,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,6.89,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00287,Ba3PN,Ba3PN,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00288,Ba3Sb2S7,Ba3Sb2S7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00289,Ba3Sn(SbSe4)2,Ba3Sn(SbSe4)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.97,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00290,Ba3Sn0.87Bi2.13Se8,Ba3Sn0.87Bi2.13Se8,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.79,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00291,Ba3Ta2Se9,Ba3Ta2Se9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00292,Ba3Ta2ZnO9,Ba3Ta2ZnO9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.32,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00293,Ba3Ta5NO14,Ba3Ta5NO14,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.8,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00294,Ba3Tb2(PS4)4,Ba3Tb2(PS4)4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.37,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00295,Ba3Te,Ba3Te,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00296,Ba3ThSe7,Ba3ThSe7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.96,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00297,Ba3V2(SeO4)4,Ba3V2(SeO4)4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.87,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00298,Ba3YIr2O9,Ba3YIr2O9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00299,Ba3Yb4O9,Ba3Yb4O9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
matbench_expt_gap_00300,Ba3ZrRu2O9,Ba3ZrRu2O9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,0.0,Matbench reference row from matbench_expt_gap; benchmark/reference screening.
