material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,dielectric_constant,notes
matbench_dielectric_00000,matbench_dielectric_0,matbench_dielectric_0,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.752063640396657,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00197,matbench_dielectric_197,matbench_dielectric_197,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.631620973142971,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00198,matbench_dielectric_198,matbench_dielectric_198,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.57942700580517,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00199,matbench_dielectric_199,matbench_dielectric_199,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.526946517290854,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00200,matbench_dielectric_200,matbench_dielectric_200,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.781247561796684,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00201,matbench_dielectric_201,matbench_dielectric_201,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.859015418471421,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00202,matbench_dielectric_202,matbench_dielectric_202,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.333123228635809,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00203,matbench_dielectric_203,matbench_dielectric_203,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4509832298594512,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00204,matbench_dielectric_204,matbench_dielectric_204,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.913883747775708,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00205,matbench_dielectric_205,matbench_dielectric_205,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8947872351973105,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00206,matbench_dielectric_206,matbench_dielectric_206,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.613125332266605,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00207,matbench_dielectric_207,matbench_dielectric_207,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9404639479602124,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00208,matbench_dielectric_208,matbench_dielectric_208,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.347837774610385,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00209,matbench_dielectric_209,matbench_dielectric_209,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8718011824621403,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00210,matbench_dielectric_210,matbench_dielectric_210,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7136056528073587,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00211,matbench_dielectric_211,matbench_dielectric_211,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.062161972299945,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00212,matbench_dielectric_212,matbench_dielectric_212,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5073215759529661,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00213,matbench_dielectric_213,matbench_dielectric_213,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.266571346034946,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00214,matbench_dielectric_214,matbench_dielectric_214,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7716690812150369,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00215,matbench_dielectric_215,matbench_dielectric_215,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.9652321438070692,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00216,matbench_dielectric_216,matbench_dielectric_216,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.417878339922559,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00217,matbench_dielectric_217,matbench_dielectric_217,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.5917249082416105,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00218,matbench_dielectric_218,matbench_dielectric_218,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5793628462136242,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00219,matbench_dielectric_219,matbench_dielectric_219,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.3378687163168035,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00220,matbench_dielectric_220,matbench_dielectric_220,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.122921257764088,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00221,matbench_dielectric_221,matbench_dielectric_221,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9263904069528588,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00222,matbench_dielectric_222,matbench_dielectric_222,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.184187034115888,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00223,matbench_dielectric_223,matbench_dielectric_223,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7303066202266,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00224,matbench_dielectric_224,matbench_dielectric_224,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.3672717359764388,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00225,matbench_dielectric_225,matbench_dielectric_225,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.968035433301518,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00226,matbench_dielectric_226,matbench_dielectric_226,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.929759311399838,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00227,matbench_dielectric_227,matbench_dielectric_227,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.105358755441954,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00228,matbench_dielectric_228,matbench_dielectric_228,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4977329721169017,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00229,matbench_dielectric_229,matbench_dielectric_229,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.6371991971845548,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00230,matbench_dielectric_230,matbench_dielectric_230,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.160555484129025,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00231,matbench_dielectric_231,matbench_dielectric_231,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7582118757419418,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00232,matbench_dielectric_232,matbench_dielectric_232,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.139465353774162,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00233,matbench_dielectric_233,matbench_dielectric_233,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.0773463676789232,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00234,matbench_dielectric_234,matbench_dielectric_234,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4093299206764245,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00235,matbench_dielectric_235,matbench_dielectric_235,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2361826848448674,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00236,matbench_dielectric_236,matbench_dielectric_236,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.3274064249001865,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00237,matbench_dielectric_237,matbench_dielectric_237,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9045086855494604,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00238,matbench_dielectric_238,matbench_dielectric_238,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5863028294328503,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00239,matbench_dielectric_239,matbench_dielectric_239,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.424527445366089,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00240,matbench_dielectric_240,matbench_dielectric_240,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.76040777930621,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00241,matbench_dielectric_241,matbench_dielectric_241,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.0860419458869948,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00242,matbench_dielectric_242,matbench_dielectric_242,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.0207690365033013,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00243,matbench_dielectric_243,matbench_dielectric_243,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.977507353547221,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00244,matbench_dielectric_244,matbench_dielectric_244,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9472533647850416,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00245,matbench_dielectric_245,matbench_dielectric_245,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4453357164802,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00246,matbench_dielectric_246,matbench_dielectric_246,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.670568541216146,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00247,matbench_dielectric_247,matbench_dielectric_247,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.387506756740305,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00248,matbench_dielectric_248,matbench_dielectric_248,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5823539427068773,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00249,matbench_dielectric_249,matbench_dielectric_249,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.1279352081951273,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00250,matbench_dielectric_250,matbench_dielectric_250,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.9445298436252942,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00251,matbench_dielectric_251,matbench_dielectric_251,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.580605161585166,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00252,matbench_dielectric_252,matbench_dielectric_252,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.262070364363887,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00253,matbench_dielectric_253,matbench_dielectric_253,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5511993209556705,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00254,matbench_dielectric_254,matbench_dielectric_254,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4289229437487614,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00255,matbench_dielectric_255,matbench_dielectric_255,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,6.252679425654279,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00256,matbench_dielectric_256,matbench_dielectric_256,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.5602727423611795,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00257,matbench_dielectric_257,matbench_dielectric_257,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2656287574681437,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00258,matbench_dielectric_258,matbench_dielectric_258,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.73889744761827,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00259,matbench_dielectric_259,matbench_dielectric_259,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.369584773752566,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00260,matbench_dielectric_260,matbench_dielectric_260,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8608056498911074,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00261,matbench_dielectric_261,matbench_dielectric_261,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7553960174138408,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00262,matbench_dielectric_262,matbench_dielectric_262,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.89708820740278,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00263,matbench_dielectric_263,matbench_dielectric_263,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.147400676787326,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00264,matbench_dielectric_264,matbench_dielectric_264,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7387624909687924,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00265,matbench_dielectric_265,matbench_dielectric_265,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.288211266529773,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00266,matbench_dielectric_266,matbench_dielectric_266,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5288308168880775,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00267,matbench_dielectric_267,matbench_dielectric_267,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.485578581276071,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00268,matbench_dielectric_268,matbench_dielectric_268,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4715369516257482,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00269,matbench_dielectric_269,matbench_dielectric_269,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4291231577439372,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00270,matbench_dielectric_270,matbench_dielectric_270,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.7453526759981965,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00271,matbench_dielectric_271,matbench_dielectric_271,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.676233235974274,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00272,matbench_dielectric_272,matbench_dielectric_272,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6144476867750572,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00273,matbench_dielectric_273,matbench_dielectric_273,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.573402740860176,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00274,matbench_dielectric_274,matbench_dielectric_274,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.8917565019666984,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00275,matbench_dielectric_275,matbench_dielectric_275,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.1871217768260336,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00276,matbench_dielectric_276,matbench_dielectric_276,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.369647723467211,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00277,matbench_dielectric_277,matbench_dielectric_277,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.558594024540494,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00278,matbench_dielectric_278,matbench_dielectric_278,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.8448784391135926,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00279,matbench_dielectric_279,matbench_dielectric_279,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6207319334177384,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00280,matbench_dielectric_280,matbench_dielectric_280,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.758497900428178,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00281,matbench_dielectric_281,matbench_dielectric_281,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.7240658784004705,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00282,matbench_dielectric_282,matbench_dielectric_282,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5603069142533037,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00283,matbench_dielectric_283,matbench_dielectric_283,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.975819492430082,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00284,matbench_dielectric_284,matbench_dielectric_284,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.850960291308271,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00285,matbench_dielectric_285,matbench_dielectric_285,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.781126984056262,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00286,matbench_dielectric_286,matbench_dielectric_286,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6738875908096895,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00287,matbench_dielectric_287,matbench_dielectric_287,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5054302817910026,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00288,matbench_dielectric_288,matbench_dielectric_288,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8267686407059507,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00289,matbench_dielectric_289,matbench_dielectric_289,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8766975426708128,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00290,matbench_dielectric_290,matbench_dielectric_290,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.1611725212640165,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00291,matbench_dielectric_291,matbench_dielectric_291,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.460595550669691,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00292,matbench_dielectric_292,matbench_dielectric_292,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.774034092762456,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00293,matbench_dielectric_293,matbench_dielectric_293,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7100249510850225,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00294,matbench_dielectric_294,matbench_dielectric_294,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2758664284179773,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00295,matbench_dielectric_295,matbench_dielectric_295,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.192254763250917,Matbench reference row from matbench_dielectric; benchmark/reference screening.
